Firm_ID,Year,E_Score,Revenue
MFG0390,2020,93.63,184.02
MFG0025,2019,74.72,288.26
MFG0141,2020,67.41,325.22
MFG0117,2019,79.11,382.99
MFG0482,2021,81.44,565.83
MFG0392,2021,78.97,422.45
MFG0405,2021,61.06,194.06
MFG0482,2020,84.57,572.28
MFG0452,2020,68.21,305.09
MFG0025,2019,71.82,333.19
MFG0079,2022,47.7,232.07
MFG0068,2019,66.9,299.12
MFG0173,2021,66.83,297.5
MFG0444,2019,76.96,368.07
MFG0012,2022,66.23,390.79
MFG0288,2020,54.16,262.07
MFG0128,2019,74.68,419.23
MFG0096,2021,69.25,245.45
MFG0092,2021,63.99,411.65
MFG0141,2020,72.96,234.25
MFG0031,2019,52.42,186.66
MFG0334,2022,78.83,270.24
MFG0020,2020,69.99,275.34
MFG0146,2019,69.06,201.52
MFG0477,2023,82.48,262.07
MFG0316,2021,66.11,245.8
MFG0447,2022,74.85,300.27
MFG0390,2022,70.58,354.75
MFG0160,2022,107.38,291.79
MFG0349,2021,77.37,206.57
MFG0043,2019,59.44,263.61
MFG0254,2020,91.27,399.12
MFG0130,2019,83.47,233.71
MFG0060,2020,72.49,203.87
MFG0151,2022,67.19,146.24
MFG0467,2019,57.41,231.58
MFG0287,2022,76.74,382.53
MFG0499,2023,64.57,226.93
MFG0005,2022,62.32,296.37
MFG0467,2022,80.53,251.01
MFG0418,2020,88.99,245.04
MFG0266,2023,66.76,431.34
MFG0345,2022,80.86,285.1
MFG0130,2022,74.33,174.54
MFG0382,2023,75.95,147.27
MFG0267,2023,63.0,194.21
MFG0178,2019,69.66,182.72
MFG0253,2020,59.94,386.13
MFG0415,2023,58.55,279.19
MFG0056,2023,77.7,306.57
MFG0463,2021,66.23,274.92
MFG0457,2023,61.93,279.82
MFG0471,2020,58.7,394.19
MFG0083,2022,55.35,401.6
MFG0393,2022,50.48,478.89
MFG0099,2022,73.22,212.18
MFG0149,2022,43.1,260.92
MFG0329,2021,77.18,319.5
MFG0156,2023,77.11,457.33
MFG0190,2022,70.91,230.54
MFG0494,2019,72.82,394.56
MFG0371,2022,68.86,239.03
MFG0263,2023,74.48,397.36
MFG0080,2022,74.35,309.31
MFG0400,2021,86.32,195.73
MFG0252,2020,88.86,288.2
MFG0097,2020,88.52,361.4
MFG0260,2023,63.22,11.96
MFG0260,2020,80.33,391.0
MFG0103,2020,77.57,153.45
MFG0040,2019,64.86,278.16
MFG0273,2023,62.25,289.09
MFG0101,2023,67.86,27.21
MFG0359,2020,60.33,238.54
MFG0380,2020,56.72,341.78
MFG0308,2020,77.47,486.29
MFG0221,2021,72.36,382.25
MFG0308,2022,72.3,390.54
MFG0420,2021,82.19,84.16
MFG0124,2023,69.85,269.87
MFG0422,2019,81.13,481.96
MFG0231,2022,63.87,399.83
MFG0178,2019,63.8,248.76
MFG0063,2023,72.15,311.43
MFG0485,2023,95.33,397.98
MFG0116,2019,86.14,395.43
MFG0191,2019,84.08,287.36
MFG0062,2019,56.91,275.52
MFG0256,2023,73.6,344.18
MFG0483,2020,81.03,397.5
MFG0007,2019,94.94,260.76
MFG0155,2022,53.48,115.0
MFG0092,2023,80.04,291.99
MFG0470,2021,83.71,173.69
MFG0014,2021,76.97,493.34
MFG0455,2022,57.15,204.67
MFG0229,2020,74.79,288.22
MFG0086,2019,76.72,228.97
MFG0133,2023,73.96,248.2
MFG0183,2019,64.47,383.41
MFG0386,2023,63.1,405.3
MFG0062,2021,77.02,365.58
MFG0219,2019,64.56,396.8
MFG0405,2022,64.81,247.38
MFG0246,2020,70.46,190.4
MFG0230,2022,73.76,225.08
MFG0079,2020,83.43,343.11
MFG0149,2019,58.84,421.7
MFG0138,2019,57.76,176.54
MFG0471,2020,67.8,264.47
MFG0314,2021,52.2,272.7
MFG0376,2023,78.45,222.7
MFG0423,2022,50.07,359.69
MFG0389,2022,79.78,399.86
MFG0065,2022,84.2,545.29
MFG0013,2019,74.86,497.49
MFG0213,2022,51.57,379.01
MFG0474,2023,73.17,254.03
MFG0242,2023,63.24,370.7
MFG0493,2020,58.78,104.51
MFG0213,2019,78.37,366.13
MFG0181,2023,80.44,336.57
MFG0338,2021,86.14,307.69
MFG0485,2019,68.87,221.84
MFG0173,2019,73.89,379.39
MFG0160,2023,90.32,201.03
MFG0164,2021,95.05,405.52
MFG0465,2020,83.88,360.09
MFG0483,2023,68.15,342.95
MFG0497,2021,72.08,201.6
MFG0188,2019,70.04,234.77
MFG0395,2021,79.76,151.3
MFG0191,2019,62.98,384.02
MFG0405,2023,75.53,303.63
MFG0308,2023,75.59,246.25
MFG0256,2022,76.22,286.37
MFG0183,2022,60.75,404.98
MFG0117,2022,74.72,186.06
MFG0282,2023,91.46,256.16
MFG0196,2020,66.97,142.03
MFG0034,2023,74.86,194.78
MFG0052,2021,51.74,274.92
MFG0112,2023,74.78,408.42
MFG0252,2023,74.38,364.18
MFG0082,2019,73.28,398.95
MFG0232,2019,80.03,366.33
MFG0227,2019,68.93,203.92
MFG0233,2023,84.94,469.47
MFG0221,2020,62.29,374.2
MFG0436,2021,87.88,479.67
MFG0413,2021,74.34,467.38
MFG0422,2020,71.21,290.86
MFG0042,2020,56.25,251.1
MFG0021,2021,59.79,76.53
MFG0042,2022,75.86,316.62
MFG0397,2019,64.12,296.07
MFG0113,2019,82.95,236.09
MFG0105,2021,75.16,250.11
MFG0192,2020,56.32,351.91
MFG0017,2022,80.37,111.59
MFG0120,2021,70.21,428.08
MFG0393,2019,71.5,387.48
MFG0425,2023,83.49,264.34
MFG0129,2020,56.66,292.4
MFG0130,2023,59.63,331.75
MFG0060,2021,75.58,381.49
MFG0048,2019,53.31,502.88
MFG0029,2022,65.32,247.39
MFG0097,2023,82.76,436.39
MFG0010,2022,70.8,277.84
MFG0242,2019,56.88,260.2
MFG0314,2023,74.08,274.2
MFG0444,2022,67.55,408.29
MFG0232,2022,64.27,242.79
MFG0277,2023,111.12,310.67
MFG0284,2019,78.32,248.7
MFG0203,2022,68.88,257.15
MFG0247,2021,81.88,435.07
MFG0290,2023,68.8,298.93
MFG0264,2020,66.3,233.39
MFG0443,2020,75.29,256.6
MFG0214,2019,77.6,327.93
MFG0200,2021,82.18,294.78
MFG0433,2022,87.66,300.24
MFG0079,2020,85.06,270.11
MFG0401,2019,81.42,404.4
MFG0444,2021,82.55,357.65
MFG0343,2021,85.03,277.54
MFG0344,2019,79.81,312.99
MFG0173,2019,54.56,218.53
MFG0467,2022,77.47,292.63
MFG0069,2019,87.15,230.97
MFG0416,2022,63.17,319.56
MFG0428,2022,67.69,289.65
MFG0449,2023,71.34,275.91
MFG0087,2021,74.09,314.29
MFG0101,2021,65.89,329.86
MFG0008,2021,72.63,409.04
MFG0333,2023,77.65,377.86
MFG0200,2022,49.89,395.11
MFG0087,2022,72.82,264.8
MFG0043,2019,67.79,328.77
MFG0385,2023,53.22,473.49
MFG0109,2019,78.21,290.31
MFG0435,2023,75.42,312.93
MFG0408,2019,73.81,314.27
MFG0483,2020,78.72,289.6
MFG0152,2021,75.53,428.82
MFG0017,2021,63.88,255.79
MFG0133,2022,79.95,407.99
MFG0148,2020,81.84,376.95
MFG0277,2021,60.06,293.92
MFG0232,2022,81.69,258.89
MFG0314,2020,68.88,296.73
MFG0415,2021,78.74,415.92
MFG0366,2019,73.67,407.69
MFG0228,2023,70.11,380.0
MFG0139,2020,77.93,291.36
MFG0436,2022,68.34,304.36
MFG0399,2020,83.88,362.63
MFG0211,2022,85.69,276.31
MFG0391,2020,65.98,383.76
MFG0499,2022,70.16,315.17
MFG0028,2021,67.88,401.4
MFG0051,2019,76.13,158.56
MFG0491,2021,86.41,239.28
MFG0442,2019,53.66,266.7
MFG0261,2021,56.4,341.25
MFG0261,2021,71.08,262.42
MFG0350,2020,74.05,518.02
MFG0352,2023,61.65,178.13
MFG0008,2022,73.99,401.97
MFG0320,2022,63.85,423.02
MFG0138,2022,67.09,349.83
MFG0038,2019,85.97,268.44
MFG0111,2022,68.23,298.08
MFG0480,2022,68.03,381.71
MFG0368,2020,73.45,140.14
MFG0220,2021,84.02,236.57
MFG0337,2022,71.53,246.24
MFG0223,2023,65.86,354.46
MFG0136,2022,78.37,408.9
MFG0256,2019,80.94,498.1
MFG0360,2019,84.59,113.57
MFG0409,2019,71.61,197.22
MFG0329,2022,77.23,265.79
MFG0450,2020,80.69,355.61
MFG0463,2023,74.0,376.44
MFG0434,2022,86.51,182.12
MFG0451,2020,79.17,337.64
MFG0049,2020,92.71,44.01
MFG0292,2022,82.09,329.19
MFG0382,2022,50.81,297.39
MFG0324,2020,67.62,290.04
MFG0078,2020,54.2,260.82
MFG0105,2020,64.97,291.03
MFG0169,2022,67.92,332.16
MFG0217,2020,81.56,466.07
MFG0378,2019,67.16,171.48
MFG0119,2022,87.34,272.71
MFG0190,2019,64.65,354.09
MFG0255,2021,68.83,293.97
MFG0370,2022,58.36,312.41
MFG0266,2021,87.89,241.34
MFG0149,2020,89.36,382.54
MFG0164,2020,70.55,82.76
MFG0140,2023,55.71,200.73
MFG0347,2020,69.71,495.55
MFG0488,2021,74.55,177.11
MFG0258,2020,65.02,212.8
MFG0374,2022,97.86,221.23
MFG0269,2020,92.08,245.89
MFG0181,2023,52.76,298.07
MFG0160,2020,59.31,407.9
MFG0351,2021,77.05,347.74
MFG0400,2021,60.21,276.39
MFG0288,2020,74.01,474.91
MFG0288,2021,72.12,258.28
MFG0380,2021,71.56,305.76
MFG0226,2023,83.21,311.93
MFG0011,2022,91.88,384.7
MFG0010,2023,76.36,184.89
MFG0271,2019,58.67,197.62
MFG0273,2023,73.58,394.27
MFG0424,2020,65.57,478.48
MFG0402,2022,93.92,263.59
MFG0183,2020,79.62,173.83
MFG0457,2019,76.43,180.99
MFG0153,2022,79.15,403.62
MFG0488,2021,71.58,131.34
MFG0315,2023,85.77,306.38
MFG0334,2020,65.72,282.38
MFG0124,2019,82.56,232.46
MFG0473,2021,89.51,214.16
MFG0114,2023,63.05,369.62
MFG0278,2021,75.71,377.74
MFG0414,2023,76.58,416.73
MFG0468,2022,60.18,348.43
MFG0213,2021,56.94,300.76
MFG0172,2021,61.92,316.33
MFG0288,2021,71.43,399.08
MFG0435,2022,76.61,129.25
MFG0174,2019,67.93,344.4
MFG0113,2023,93.24,242.17
MFG0376,2021,83.29,337.61
MFG0405,2022,76.98,196.94
MFG0483,2019,67.27,385.01
MFG0122,2023,72.77,358.76
MFG0032,2022,84.12,229.46
MFG0222,2023,82.12,253.29
MFG0119,2021,82.0,244.1
MFG0039,2019,68.66,305.72
MFG0497,2022,66.25,502.98
MFG0268,2019,56.3,118.23
MFG0233,2021,77.81,332.57
MFG0431,2019,55.3,343.08
MFG0018,2019,71.83,246.9
MFG0149,2020,67.38,132.64
MFG0397,2019,74.45,279.9
MFG0149,2023,84.82,178.24
MFG0126,2022,86.89,355.64
MFG0392,2020,79.73,161.8
MFG0302,2022,63.59,294.99
MFG0360,2022,71.75,222.92
MFG0238,2021,62.39,411.7
MFG0135,2021,64.8,456.98
MFG0151,2020,77.31,264.09
MFG0236,2021,61.28,194.89
MFG0224,2021,67.0,467.25
MFG0203,2021,60.23,286.36
MFG0256,2022,79.24,331.42
MFG0086,2020,68.03,287.87
MFG0150,2022,47.62,279.44
MFG0235,2023,89.97,250.72
MFG0345,2022,83.15,111.1
MFG0022,2023,49.83,476.75
MFG0348,2019,80.08,319.8
MFG0285,2019,88.75,291.85
MFG0269,2023,69.95,392.81
MFG0466,2023,73.64,244.05
MFG0258,2022,68.49,336.97
MFG0029,2023,77.72,223.04
MFG0213,2020,83.36,265.5
MFG0463,2019,58.9,358.44
MFG0436,2019,64.23,327.49
MFG0283,2023,73.12,267.39
MFG0050,2021,75.41,373.09
MFG0095,2021,76.48,222.28
MFG0463,2023,69.88,208.58
MFG0499,2020,62.3,254.74
MFG0407,2021,82.84,276.96
MFG0088,2023,58.56,266.76
MFG0044,2020,66.58,257.31
MFG0461,2020,72.2,390.37
MFG0278,2022,77.34,450.37
MFG0171,2020,68.79,286.95
MFG0421,2021,80.28,359.19
MFG0189,2021,85.76,226.49
MFG0353,2023,65.15,290.53
MFG0184,2023,76.31,346.34
MFG0003,2020,74.71,215.89
MFG0191,2019,68.25,374.99
MFG0118,2022,51.03,227.29
MFG0019,2019,75.9,402.13
MFG0023,2020,77.1,384.96
MFG0413,2020,83.96,411.56
MFG0030,2019,68.31,402.38
MFG0295,2022,64.66,493.26
MFG0108,2019,61.94,350.75
MFG0367,2023,39.02,155.33
MFG0281,2021,67.55,312.89
MFG0128,2023,102.43,254.23
MFG0229,2021,85.98,163.52
MFG0111,2020,61.09,427.88
MFG0136,2022,66.34,269.38
MFG0362,2019,66.27,150.93
MFG0186,2022,87.38,235.52
MFG0144,2019,96.47,526.51
MFG0072,2023,72.99,436.74
MFG0129,2023,74.9,372.95
MFG0364,2019,77.72,363.08
MFG0261,2022,71.83,209.66
MFG0003,2019,75.1,202.13
MFG0449,2020,72.53,355.8
MFG0388,2023,77.26,458.85
MFG0104,2020,49.98,198.36
MFG0483,2023,66.73,290.34
MFG0224,2023,58.98,323.43
MFG0320,2021,79.59,251.85
MFG0362,2020,63.36,282.41
MFG0354,2020,54.79,197.14
MFG0491,2021,52.33,330.88
MFG0473,2022,76.94,317.23
MFG0010,2020,61.78,361.63
MFG0405,2019,70.48,279.59
MFG0384,2021,89.41,371.28
MFG0302,2020,76.13,333.87
MFG0231,2022,66.39,423.53
MFG0219,2020,59.07,273.5
MFG0411,2023,76.78,394.28
MFG0066,2019,70.58,277.58
MFG0425,2021,78.36,364.16
MFG0112,2023,45.78,432.86
MFG0013,2022,84.51,417.49
MFG0393,2023,53.16,279.61
MFG0420,2023,66.67,247.44
MFG0086,2022,87.29,397.11
MFG0234,2023,47.43,254.65
MFG0090,2021,71.05,398.99
MFG0314,2020,68.98,180.5
MFG0054,2023,71.68,347.38
MFG0012,2021,75.92,263.18
MFG0209,2020,72.17,133.41
MFG0462,2020,57.26,222.59
MFG0014,2023,73.07,261.3
MFG0121,2021,71.8,492.47
MFG0418,2023,71.34,0.44
MFG0437,2022,94.95,266.71
MFG0377,2020,86.71,265.11
MFG0020,2023,92.1,202.99
MFG0075,2020,75.79,261.19
MFG0400,2021,91.64,285.21
MFG0243,2019,62.58,233.01
MFG0223,2023,68.05,335.74
MFG0070,2023,65.62,458.17
MFG0312,2020,66.55,295.04
MFG0211,2021,72.45,231.34
MFG0101,2022,74.24,289.01
MFG0186,2021,76.74,265.21
MFG0132,2023,91.19,409.68
MFG0111,2022,55.23,253.58
MFG0381,2021,58.74,348.74
MFG0132,2019,45.14,328.89
MFG0020,2020,62.74,310.67
MFG0394,2021,67.11,186.39
MFG0024,2021,64.32,238.57
MFG0227,2019,59.47,280.97
MFG0154,2023,72.98,180.94
MFG0293,2020,67.75,202.03
MFG0230,2021,62.27,252.02
MFG0469,2022,73.66,334.18
MFG0310,2021,65.69,440.82
MFG0488,2020,84.72,326.72
MFG0359,2021,70.2,312.69
MFG0405,2019,68.15,306.97
MFG0202,2021,74.88,265.9
MFG0038,2021,49.94,290.47
MFG0430,2022,85.35,356.33
MFG0260,2019,80.63,394.62
MFG0188,2019,63.28,55.96
MFG0057,2021,59.56,372.15
MFG0429,2022,60.89,270.54
MFG0020,2021,56.49,349.45
MFG0273,2021,53.34,336.04
MFG0119,2020,56.13,286.82
MFG0071,2020,42.88,352.56
MFG0004,2022,68.0,328.52
MFG0221,2023,70.5,296.23
MFG0014,2020,86.09,289.07
MFG0003,2023,82.86,201.27
MFG0216,2019,63.93,301.43
MFG0229,2020,69.28,100.92
MFG0336,2020,84.13,328.79
MFG0186,2022,67.07,374.91
MFG0055,2023,73.88,155.13
MFG0388,2020,65.33,272.32
MFG0376,2020,72.43,441.95
MFG0254,2022,72.92,518.28
MFG0024,2022,68.16,290.34
MFG0162,2023,83.73,306.24
MFG0158,2019,62.49,292.87
MFG0082,2019,73.27,315.05
MFG0403,2021,91.62,423.56
MFG0159,2020,75.42,300.34
MFG0188,2023,63.24,162.86
MFG0060,2020,75.82,325.71
MFG0403,2023,98.75,261.51
MFG0305,2023,72.43,188.01
MFG0319,2023,80.73,188.04
MFG0366,2020,72.06,288.99
MFG0211,2022,75.03,362.68
MFG0406,2020,71.14,357.11
MFG0152,2023,60.8,420.57
MFG0109,2021,76.11,224.31
MFG0076,2019,58.55,263.02
MFG0030,2023,68.56,363.55
MFG0314,2021,93.03,372.08
MFG0486,2022,71.21,247.9
MFG0117,2023,61.84,231.3
MFG0415,2021,74.65,347.12
MFG0356,2023,65.91,387.93
MFG0192,2020,73.19,276.25
MFG0019,2021,59.06,345.94
MFG0432,2020,80.58,300.28
MFG0173,2020,73.37,234.84
MFG0228,2021,60.98,373.52
MFG0350,2019,75.96,277.27
MFG0183,2021,93.29,148.44
MFG0113,2019,63.25,234.2
MFG0183,2023,80.33,75.1
MFG0481,2023,76.6,570.4
MFG0146,2021,76.44,429.91
MFG0319,2023,81.9,168.05
MFG0116,2022,68.95,241.02
MFG0113,2020,73.68,322.5
MFG0251,2020,73.08,459.95
MFG0476,2019,62.59,372.42
MFG0251,2023,77.05,322.08
MFG0303,2019,68.01,241.16
MFG0459,2020,92.13,347.83
MFG0313,2020,66.41,343.8
MFG0118,2023,57.48,303.43
MFG0301,2022,84.32,292.03
MFG0161,2022,63.81,255.29
MFG0401,2023,58.65,428.69
MFG0198,2023,76.26,130.84
MFG0260,2019,86.66,330.85
MFG0148,2023,80.11,301.68
MFG0240,2022,65.71,103.15
MFG0047,2023,73.41,262.18
MFG0475,2019,68.84,198.09
MFG0399,2019,90.27,196.74
MFG0198,2019,67.19,221.67
MFG0047,2019,73.09,424.51
MFG0078,2021,73.86,294.08
MFG0124,2023,59.24,374.51
MFG0075,2020,69.88,179.77
MFG0359,2023,70.06,238.07
MFG0137,2021,87.15,257.47
MFG0090,2019,74.15,315.98
MFG0400,2021,67.84,353.18
MFG0325,2022,70.4,327.09
MFG0061,2022,71.26,219.25
MFG0138,2023,71.57,374.02
MFG0050,2023,82.2,239.07
MFG0259,2020,82.77,326.63
MFG0461,2020,61.1,162.6
MFG0107,2022,83.75,274.4
MFG0113,2019,80.26,351.74
MFG0350,2021,71.42,310.28
MFG0254,2020,55.79,218.22
MFG0118,2020,74.34,354.2
MFG0493,2019,68.11,222.22
MFG0198,2019,78.1,125.25
MFG0337,2023,79.11,403.31
MFG0365,2021,86.51,199.65
MFG0051,2019,60.33,378.93
MFG0245,2020,95.52,276.3
MFG0403,2020,81.85,364.55
MFG0426,2022,79.86,221.49
MFG0035,2019,93.08,385.49
MFG0302,2023,75.5,245.48
MFG0410,2021,83.37,272.62
MFG0499,2023,73.87,84.45
MFG0069,2020,81.25,137.97
MFG0349,2023,84.78,375.81
MFG0320,2020,83.65,233.34
MFG0421,2020,55.37,103.84
MFG0468,2020,67.45,237.59
MFG0049,2020,84.89,353.83
MFG0405,2020,77.48,180.36
MFG0074,2022,71.46,403.62
MFG0192,2023,77.58,244.92
MFG0261,2022,59.86,261.5
MFG0356,2022,80.65,222.5
MFG0070,2019,76.09,112.01
MFG0090,2019,72.94,268.94
MFG0260,2019,70.03,290.26
MFG0126,2021,74.54,335.82
MFG0231,2019,68.98,221.52
MFG0295,2023,68.44,134.53
MFG0498,2022,91.68,469.31
MFG0419,2023,54.55,316.0
MFG0129,2019,54.77,290.06
MFG0280,2021,80.6,402.85
MFG0313,2021,58.58,200.12
MFG0100,2022,49.96,183.77
MFG0326,2023,83.16,360.74
MFG0297,2020,85.86,477.07
MFG0182,2023,57.61,156.05
MFG0174,2019,52.25,293.46
MFG0316,2020,58.59,330.33
MFG0364,2021,64.3,340.52
MFG0188,2022,93.05,264.26
MFG0057,2022,67.27,203.15
MFG0031,2021,81.15,87.74
MFG0084,2019,79.94,495.86
MFG0152,2021,86.55,454.58
MFG0473,2019,65.11,227.81
MFG0036,2020,71.89,295.69
MFG0213,2021,69.59,232.8
MFG0414,2019,77.92,263.74
MFG0408,2020,85.37,279.24
MFG0364,2021,95.96,172.04
MFG0106,2022,67.7,286.33
MFG0414,2021,73.56,304.94
MFG0342,2023,81.53,129.64
MFG0220,2021,78.73,221.56
MFG0391,2023,90.87,153.01
MFG0163,2020,70.81,188.83
MFG0439,2021,67.63,269.87
MFG0220,2020,87.14,278.2
MFG0270,2020,75.33,278.96
MFG0120,2019,77.94,503.06
MFG0394,2020,71.2,325.26
MFG0336,2020,82.2,332.75
MFG0400,2021,62.48,306.22
MFG0182,2021,66.96,150.32
MFG0479,2022,42.87,282.27
MFG0106,2019,65.1,295.15
MFG0217,2020,82.25,368.5
MFG0205,2019,72.51,183.91
MFG0070,2023,61.84,238.08
MFG0044,2020,87.72,186.17
MFG0329,2019,73.52,228.04
MFG0301,2022,90.63,265.26
MFG0228,2022,81.42,175.2
MFG0184,2020,74.07,377.6
MFG0107,2023,92.19,196.29
MFG0084,2022,67.88,363.93
MFG0338,2022,59.96,250.4
MFG0250,2023,89.59,248.08
MFG0363,2019,78.65,380.85
MFG0441,2022,87.33,359.2
MFG0021,2021,81.7,341.98
MFG0196,2022,90.08,123.58
MFG0178,2019,66.37,418.96
MFG0417,2019,69.93,443.54
MFG0475,2020,69.81,270.4
MFG0007,2021,69.96,200.32
MFG0070,2019,54.76,175.55
MFG0127,2023,73.8,266.47
MFG0399,2021,80.7,187.32
MFG0466,2021,64.51,274.36
MFG0160,2023,61.95,240.77
MFG0248,2022,70.5,162.79
MFG0203,2023,80.63,229.0
MFG0148,2023,60.17,305.15
MFG0472,2022,97.69,205.26
MFG0143,2022,57.71,261.3
MFG0432,2022,65.72,385.97
MFG0199,2022,84.47,221.38
MFG0405,2022,82.64,203.74
MFG0426,2023,81.68,308.67
MFG0154,2020,64.46,412.86
MFG0492,2020,66.55,339.93
MFG0376,2019,62.58,229.53
MFG0384,2020,68.48,229.19
MFG0142,2020,76.21,247.88
MFG0313,2023,62.53,263.79
MFG0165,2022,52.77,546.35
MFG0314,2022,84.86,309.23
MFG0021,2023,70.02,478.8
MFG0082,2020,80.23,381.96
MFG0069,2023,68.6,46.82
MFG0131,2019,77.97,248.68
MFG0087,2022,97.59,292.74
MFG0218,2021,59.42,316.26
MFG0421,2019,63.44,306.36
MFG0472,2019,62.09,127.43
MFG0305,2023,95.15,123.58
MFG0403,2020,71.8,295.24
MFG0371,2022,81.76,259.11
MFG0345,2021,42.92,427.04
MFG0341,2019,76.12,300.24
MFG0384,2021,68.03,376.63
MFG0396,2020,87.27,364.7
MFG0445,2020,79.25,292.83
MFG0425,2021,67.38,410.16
MFG0161,2022,89.38,253.32
MFG0178,2020,90.39,294.49
MFG0117,2021,88.56,306.65
MFG0196,2019,80.39,215.24
MFG0383,2021,68.95,183.81
MFG0490,2021,74.55,170.97
MFG0327,2023,67.42,195.21
MFG0086,2020,74.43,286.22
MFG0289,2022,65.46,330.54
MFG0081,2022,70.13,174.01
MFG0152,2023,95.58,305.32
MFG0061,2022,75.42,274.33
MFG0061,2021,67.27,392.72
MFG0354,2023,59.9,249.46
MFG0028,2019,70.9,458.46
MFG0442,2020,80.2,376.15
MFG0043,2020,73.5,266.7
MFG0169,2020,71.41,245.16
MFG0423,2021,76.68,388.58
MFG0086,2019,76.34,266.56
MFG0177,2023,79.76,303.81
MFG0017,2023,80.05,248.89
MFG0098,2020,71.03,244.34
MFG0454,2019,70.48,177.68
MFG0494,2019,72.01,436.88
MFG0198,2019,78.16,260.48
MFG0098,2022,84.33,313.46
MFG0065,2022,68.29,349.11
MFG0330,2020,70.2,435.68
MFG0341,2019,63.05,244.11
MFG0005,2019,55.55,69.69
MFG0002,2023,58.38,309.09
MFG0022,2023,60.96,349.92
MFG0112,2020,64.68,245.91
MFG0057,2019,77.06,354.83
MFG0066,2020,60.22,300.05
MFG0330,2023,72.19,264.87
MFG0098,2023,81.22,432.62
MFG0144,2022,62.87,267.94
MFG0368,2020,66.59,465.69
MFG0435,2020,57.48,303.3
MFG0125,2019,61.52,216.82
MFG0167,2019,87.07,109.42
MFG0086,2022,77.55,419.08
MFG0076,2021,95.65,395.46
MFG0344,2021,63.89,379.56
MFG0495,2021,88.59,428.45
MFG0424,2020,63.98,479.7
MFG0294,2020,66.49,86.06
MFG0444,2023,101.95,123.01
MFG0059,2020,62.81,271.89
MFG0138,2020,89.45,397.86
MFG0099,2020,71.65,328.87
MFG0192,2022,60.15,329.09
MFG0243,2020,56.26,255.46
MFG0319,2019,73.16,215.38
MFG0049,2019,59.64,290.27
MFG0448,2023,68.75,274.55
MFG0032,2022,51.05,255.06
MFG0391,2019,75.9,362.91
MFG0277,2022,55.03,299.01
MFG0020,2022,71.34,344.23
MFG0154,2023,56.78,288.83
MFG0383,2022,85.48,368.63
MFG0068,2020,48.79,189.56
MFG0366,2022,68.89,158.57
MFG0372,2023,78.15,266.32
MFG0214,2023,75.95,376.45
MFG0143,2023,58.28,263.78
MFG0376,2019,52.86,503.4
MFG0232,2020,80.6,198.1
MFG0213,2019,70.64,280.63
MFG0079,2021,60.21,116.35
MFG0214,2020,81.0,447.79
MFG0116,2022,65.81,287.96
MFG0092,2023,64.77,64.59
MFG0270,2021,62.47,268.43
MFG0411,2020,63.65,42.69
MFG0381,2019,63.25,421.93
MFG0489,2023,75.61,208.9
MFG0168,2019,89.06,304.05
MFG0058,2020,56.64,225.95
MFG0284,2020,68.25,280.0
MFG0026,2021,70.2,380.34
MFG0369,2022,77.11,259.47
MFG0447,2019,82.87,355.73
MFG0066,2021,70.25,18.68
MFG0409,2023,64.99,172.69
MFG0248,2022,78.36,305.22
MFG0254,2021,53.96,228.14
MFG0387,2019,48.42,417.38
MFG0456,2020,100.49,383.69
MFG0044,2023,63.11,436.34
MFG0097,2019,67.45,309.85
MFG0042,2022,77.98,225.65
MFG0227,2022,75.82,361.24
MFG0262,2020,81.74,194.53
MFG0167,2020,82.31,270.96
MFG0436,2023,56.13,340.81
MFG0279,2023,85.96,229.47
MFG0089,2020,77.62,538.88
MFG0379,2020,76.16,372.08
MFG0178,2022,76.65,208.07
MFG0427,2020,47.44,395.81
MFG0403,2021,69.69,463.3
MFG0197,2019,61.37,149.19
MFG0307,2020,59.78,427.98
MFG0267,2023,66.63,173.8
MFG0268,2021,81.08,299.13
MFG0074,2023,75.16,317.5
MFG0008,2021,76.81,234.11
MFG0408,2020,67.09,233.79
MFG0476,2019,76.14,214.4
MFG0297,2023,69.81,245.97
MFG0164,2021,82.44,200.59
MFG0485,2022,79.65,411.31
MFG0085,2020,73.76,152.95
MFG0072,2019,63.19,479.79
MFG0055,2020,75.0,286.65
MFG0393,2022,74.67,90.52
MFG0047,2019,73.31,377.28
MFG0399,2022,66.77,261.17
MFG0432,2020,64.8,180.72
MFG0238,2021,75.55,265.87
MFG0104,2020,62.57,222.58
MFG0210,2020,69.23,428.74
MFG0042,2020,78.46,221.93
MFG0316,2023,76.86,167.56
MFG0468,2022,59.27,229.11
MFG0454,2022,75.28,200.75
MFG0268,2022,94.35,407.72
MFG0386,2023,79.43,320.12
MFG0263,2021,68.98,153.34
MFG0336,2020,86.38,194.39
MFG0387,2021,96.19,255.47
MFG0365,2023,81.5,115.74
MFG0259,2022,52.95,189.23
MFG0283,2020,78.78,332.42
MFG0114,2019,86.84,481.46
MFG0363,2019,49.3,116.23
MFG0040,2021,82.31,572.66
MFG0486,2022,69.77,337.49
MFG0417,2019,86.47,186.56
MFG0220,2021,71.22,452.73
MFG0129,2023,75.78,341.84
MFG0008,2021,75.96,384.59
MFG0101,2021,79.86,382.54
MFG0416,2021,76.92,407.53
MFG0380,2020,62.11,174.91
MFG0176,2021,69.11,380.71
MFG0107,2021,71.93,305.34
MFG0101,2020,85.53,358.09
MFG0260,2020,77.33,232.46
